level,state,district
state-lower,GA,180
state-lower,HI,1
state-lower,HI,2
state-lower,HI,3
state-lower,HI,4
state-lower,HI,5
state-lower,HI,6
state-lower,HI,7
state-lower,HI,8
state-lower,HI,9
state-lower,HI,10
state-lower,HI,11
state-lower,HI,12
state-lower,HI,13
state-lower,HI,14
state-lower,HI,15
state-lower,HI,16
state-lower,HI,17
state-lower,HI,18
state-lower,HI,19
state-lower,HI,20
state-lower,HI,21
state-lower,HI,22
state-lower,HI,23
state-lower,HI,24
state-lower,HI,25
state-lower,HI,26
state-lower,HI,27
state-lower,HI,28
state-lower,HI,29
state-lower,HI,30
state-lower,HI,31
state-lower,HI,32
state-lower,HI,33
state-lower,HI,34
state-lower,HI,35
state-lower,HI,36
state-lower,HI,37
state-lower,HI,38
state-lower,HI,39
state-lower,HI,40
state-lower,HI,41
state-lower,HI,42
state-lower,HI,43
state-lower,HI,44
state-lower,HI,45
state-lower,HI,46
state-lower,HI,47
state-lower,HI,48
state-lower,HI,49
state-lower,HI,50
state-lower,HI,51
state-lower,IA,1
state-lower,IA,2
state-lower,IA,3
state-lower,IA,4
state-lower,IA,5
state-lower,IA,6
state-lower,IA,7
state-lower,IA,8
state-lower,IA,9
state-lower,IA,10
state-lower,IA,11
state-lower,IA,12
state-lower,IA,13
state-lower,IA,14
state-lower,IA,15
state-lower,IA,16
state-lower,IA,17
state-lower,IA,18
state-lower,IA,19
state-lower,IA,20
state-lower,IA,21
state-lower,IA,22
state-lower,IA,23
state-lower,IA,24
state-lower,IA,25
state-lower,IA,26
state-lower,IA,27
state-lower,IA,28
state-lower,IA,29
state-lower,IA,30
state-lower,IA,31
state-lower,IA,32
state-lower,IA,33
state-lower,IA,34
state-lower,IA,35
state-lower,IA,36
state-lower,IA,37
state-lower,IA,38
state-lower,IA,39
state-lower,IA,40
state-lower,IA,41
state-lower,IA,42
state-lower,IA,43
state-lower,IA,44
state-lower,IA,45
state-lower,IA,46
state-lower,IA,47
state-lower,IA,48
state-lower,IA,49
state-lower,IA,50
state-lower,IA,51
state-lower,IA,52
state-lower,IA,53
state-lower,IA,54
state-lower,IA,55
state-lower,IA,56
state-lower,IA,57
state-lower,IA,58
state-lower,IA,59
state-lower,IA,60
state-lower,IA,61
state-lower,IA,62
state-lower,IA,63
state-lower,IA,64
state-lower,IA,65
state-lower,IA,66
state-lower,IA,67
state-lower,IA,68
state-lower,IA,69
state-lower,IA,70
state-lower,IA,71
state-lower,IA,72
state-lower,IA,73
state-lower,IA,74
state-lower,IA,75
state-lower,IA,76
state-lower,IA,77
state-lower,IA,78
state-lower,IA,79
state-lower,IA,80
state-lower,IA,81
state-lower,IA,82
state-lower,IA,83
state-lower,IA,84
state-lower,IA,85
state-lower,IA,86
state-lower,IA,87
state-lower,IA,88
state-lower,IA,89
state-lower,IA,90
state-lower,IA,91
state-lower,IA,92
state-lower,IA,93
state-lower,IA,94
state-lower,IA,95
state-lower,IA,96
state-lower,IA,97
state-lower,IA,98
state-lower,IA,99
state-lower,IA,100
state-lower,ID,1
state-lower,ID,2
state-lower,ID,3
state-lower,ID,4
state-lower,ID,5
state-lower,ID,6
state-lower,ID,7
state-lower,ID,8
state-lower,ID,9
state-lower,ID,10
state-lower,ID,11
state-lower,ID,12
state-lower,ID,13
state-lower,ID,14
state-lower,ID,15
state-lower,ID,16
state-lower,ID,17
state-lower,ID,18
state-lower,ID,19
state-lower,ID,20
state-lower,ID,21
state-lower,ID,22
state-lower,ID,23
state-lower,ID,24
state-lower,ID,25
state-lower,ID,26
state-lower,ID,27
state-lower,ID,28
state-lower,ID,29
state-lower,ID,30
state-lower,ID,31
state-lower,ID,32
state-lower,ID,33
state-lower,ID,34
state-lower,ID,35
state-lower,IL,1
state-lower,IL,2
state-lower,IL,3
state-lower,IL,4
state-lower,IL,5
state-lower,IL,6
state-lower,IL,7
state-lower,IL,8
state-lower,IL,9
state-lower,IL,10
state-lower,IL,11
state-lower,IL,12
state-lower,IL,13
state-lower,IL,14
state-lower,IL,15
state-lower,IL,16
state-lower,IL,17
state-lower,IL,18
state-lower,IL,19
state-lower,IL,20
state-lower,IL,21
state-lower,IL,22
state-lower,IL,23
state-lower,IL,24
state-lower,IL,25
state-lower,IL,26
state-lower,IL,27
state-lower,IL,28
state-lower,IL,29
state-lower,IL,30
state-lower,IL,31
state-lower,IL,32
state-lower,IL,33
state-lower,IL,34
state-lower,IL,35
state-lower,IL,36
state-lower,IL,37
state-lower,IL,38
state-lower,IL,39
state-lower,IL,40
state-lower,IL,41
state-lower,IL,42
state-lower,IL,43
state-lower,IL,44
state-lower,IL,45
state-lower,IL,46
state-lower,IL,47
state-lower,IL,48
state-lower,IL,49
state-lower,IL,50
state-lower,IL,51
state-lower,IL,52
state-lower,IL,53
state-lower,IL,54
state-lower,IL,55
state-lower,IL,56
state-lower,IL,57
state-lower,IL,58
state-lower,IL,59
state-lower,IL,60
state-lower,IL,61
state-lower,IL,62
state-lower,IL,63
state-lower,IL,64
state-lower,IL,65
state-lower,IL,66
state-lower,IL,67
state-lower,IL,68
state-lower,IL,69
state-lower,IL,70
state-lower,IL,71
state-lower,IL,72
state-lower,IL,73
state-lower,IL,74
state-lower,IL,75
state-lower,IL,76
state-lower,IL,77
state-lower,IL,78
state-lower,IL,79
state-lower,IL,80
state-lower,IL,81
state-lower,IL,82
state-lower,IL,83
state-lower,IL,84
state-lower,IL,85
state-lower,IL,86
state-lower,IL,87
state-lower,IL,88
state-lower,IL,89
state-lower,IL,90
state-lower,IL,91
state-lower,IL,92
state-lower,IL,93
state-lower,IL,94
state-lower,IL,95
state-lower,IL,96
state-lower,IL,97
state-lower,IL,98
state-lower,IL,99
state-lower,IL,100
state-lower,IL,101
state-lower,IL,102
state-lower,IL,103
state-lower,IL,104
state-lower,IL,105
state-lower,IL,106
state-lower,IL,107
state-lower,IL,108
state-lower,IL,109
state-lower,IL,110
state-lower,IL,111
state-lower,IL,112
state-lower,IL,113
state-lower,IL,114
state-lower,IL,115
state-lower,IL,116
state-lower,IL,117
state-lower,IL,118
state-lower,IN,1
state-lower,IN,2
state-lower,IN,3
state-lower,IN,4
state-lower,IN,5
state-lower,IN,6
state-lower,IN,7
state-lower,IN,8
state-lower,IN,9
state-lower,IN,10
state-lower,IN,11
state-lower,IN,12
state-lower,IN,13
state-lower,IN,14
state-lower,IN,15
state-lower,IN,16
state-lower,IN,17
state-lower,IN,18
state-lower,IN,19
state-lower,IN,20
state-lower,IN,21
state-lower,IN,22
state-lower,IN,23
state-lower,IN,24
state-lower,IN,25
state-lower,IN,26
state-lower,IN,27
state-lower,IN,28
state-lower,IN,29
state-lower,IN,30
state-lower,IN,31
state-lower,IN,32
state-lower,IN,33
state-lower,IN,34
state-lower,IN,35
state-lower,IN,36
state-lower,IN,37
state-lower,IN,38
state-lower,IN,39
state-lower,IN,40
state-lower,IN,41
state-lower,IN,42
state-lower,IN,43
state-lower,IN,44
state-lower,IN,45
state-lower,IN,46
state-lower,IN,47
state-lower,IN,48
state-lower,IN,49
state-lower,IN,50
state-lower,IN,51
state-lower,IN,52
state-lower,IN,53
state-lower,IN,54
state-lower,IN,55
state-lower,IN,56
state-lower,IN,57
state-lower,IN,58
state-lower,IN,59
state-lower,IN,60
state-lower,IN,61
state-lower,IN,62
state-lower,IN,63
state-lower,IN,64
state-lower,IN,65
state-lower,IN,66
state-lower,IN,67
state-lower,IN,68
state-lower,IN,69
state-lower,IN,70
state-lower,IN,71
state-lower,IN,72
state-lower,IN,73
state-lower,IN,74
state-lower,IN,75
state-lower,IN,76
state-lower,IN,77
state-lower,IN,78
state-lower,IN,79
state-lower,IN,80
state-lower,IN,81
state-lower,IN,82
state-lower,IN,83
state-lower,IN,84
state-lower,IN,85
state-lower,IN,86
state-lower,IN,87
state-lower,IN,88
state-lower,IN,89
state-lower,IN,90
state-lower,IN,91
state-lower,IN,92
state-lower,IN,93
state-lower,IN,94
state-lower,IN,95
state-lower,IN,96
state-lower,IN,97
state-lower,IN,98
state-lower,IN,99
state-lower,IN,100
state-lower,KS,1
state-lower,KS,2
state-lower,KS,3
state-lower,KS,4
state-lower,KS,5
state-lower,KS,6
state-lower,KS,7
state-lower,KS,8
state-lower,KS,9
state-lower,KS,10
state-lower,KS,11
state-lower,KS,12
state-lower,KS,13
state-lower,KS,14
state-lower,KS,15
state-lower,KS,16
state-lower,KS,17
state-lower,KS,18
state-lower,KS,19
state-lower,KS,20
state-lower,KS,21
state-lower,KS,22
state-lower,KS,23
state-lower,KS,24
state-lower,KS,25
state-lower,KS,26
state-lower,KS,27
state-lower,KS,28
state-lower,KS,29
state-lower,KS,30
state-lower,KS,31
state-lower,KS,32
state-lower,KS,33
state-lower,KS,34
state-lower,KS,35
state-lower,KS,36
state-lower,KS,37
state-lower,KS,38
state-lower,KS,39
state-lower,KS,40
state-lower,KS,41
state-lower,KS,42
state-lower,KS,43
state-lower,KS,44
state-lower,KS,45
state-lower,KS,46
state-lower,KS,47
state-lower,KS,48
state-lower,KS,49
state-lower,KS,50
state-lower,KS,51
state-lower,KS,52
state-lower,KS,53
state-lower,KS,54
state-lower,KS,55
state-lower,KS,56
state-lower,KS,57
state-lower,KS,58
state-lower,KS,59
state-lower,KS,60
state-lower,KS,61
state-lower,KS,62
state-lower,KS,63
state-lower,KS,64
state-lower,KS,65
state-lower,KS,66
state-lower,KS,67
state-lower,KS,68
state-lower,KS,69
state-lower,KS,70
state-lower,KS,71
state-lower,KS,72
state-lower,KS,73
state-lower,KS,74
state-lower,KS,75
state-lower,KS,76
state-lower,KS,77
state-lower,KS,78
state-lower,KS,79
state-lower,KS,80
state-lower,KS,81
state-lower,KS,82
state-lower,KS,83
state-lower,KS,84
state-lower,KS,85
state-lower,KS,86
state-lower,KS,87
state-lower,KS,88
state-lower,KS,89
state-lower,KS,90
state-lower,KS,91
state-lower,KS,92
state-lower,KS,93
state-lower,KS,94
state-lower,KS,95
state-lower,KS,96
state-lower,KS,97
state-lower,KS,98
state-lower,KS,99
state-lower,KS,100
state-lower,KS,101
state-lower,KS,102
state-lower,KS,103
state-lower,KS,104
state-lower,KS,105
state-lower,KS,106
state-lower,KS,107
state-lower,KS,108
state-lower,KS,109
state-lower,KS,110
state-lower,KS,111
state-lower,KS,112
state-lower,KS,113
state-lower,KS,114
state-lower,KS,115
state-lower,KS,116
state-lower,KS,117
state-lower,KS,118
state-lower,KS,119
state-lower,KS,120
state-lower,KS,121
state-lower,KS,122
state-lower,KS,123
state-lower,KS,124
state-lower,KS,125
state-lower,KY,1
state-lower,KY,2
state-lower,KY,3
state-lower,KY,4
state-lower,KY,5
state-lower,KY,6
state-lower,KY,7
state-lower,KY,8
state-lower,KY,9
state-lower,KY,10
state-lower,KY,11
state-lower,KY,12
state-lower,KY,13
state-lower,KY,14
state-lower,KY,15
state-lower,KY,16
state-lower,KY,17
state-lower,KY,18
state-lower,KY,19
state-lower,KY,20
state-lower,KY,21
state-lower,KY,22
state-lower,KY,23
state-lower,KY,24
state-lower,KY,25
state-lower,KY,26
state-lower,KY,27
state-lower,KY,28
state-lower,KY,29
state-lower,KY,30
state-lower,KY,31
state-lower,KY,32
state-lower,KY,33
state-lower,KY,34
state-lower,KY,35
state-lower,KY,36
state-lower,KY,37
state-lower,KY,38
state-lower,KY,39
state-lower,KY,40
state-lower,KY,41
state-lower,KY,42
state-lower,KY,43
state-lower,KY,44
state-lower,KY,45
state-lower,KY,46
state-lower,KY,47
state-lower,KY,48
state-lower,KY,49
state-lower,KY,50
state-lower,KY,51
state-lower,KY,52
state-lower,KY,53
state-lower,KY,54
state-lower,KY,55
state-lower,KY,56
state-lower,KY,57
state-lower,KY,58
state-lower,KY,59
state-lower,KY,60
state-lower,KY,61
state-lower,KY,62
state-lower,KY,63
state-lower,KY,64
state-lower,KY,65
state-lower,KY,66
state-lower,KY,67
state-lower,KY,68
state-lower,KY,69
state-lower,KY,70
state-lower,KY,71
state-lower,KY,72
state-lower,KY,73
state-lower,KY,74
state-lower,KY,75
state-lower,KY,76
state-lower,KY,77
state-lower,KY,78
state-lower,KY,79
state-lower,KY,80
state-lower,KY,81
state-lower,KY,82
state-lower,KY,83
state-lower,KY,84
state-lower,KY,85
state-lower,KY,86
state-lower,KY,87
state-lower,KY,88
state-lower,KY,89
state-lower,KY,90
state-lower,KY,91
state-lower,KY,92
state-lower,KY,93
state-lower,KY,94
state-lower,KY,95
state-lower,KY,96
state-lower,KY,97
state-lower,KY,98
state-lower,KY,99
state-lower,KY,100
state-lower,LA,1
state-lower,LA,2
state-lower,LA,3
state-lower,LA,4
state-lower,LA,5
state-lower,LA,6
state-lower,LA,7
state-lower,LA,8
state-lower,LA,9
state-lower,LA,10
state-lower,LA,11
state-lower,LA,12
state-lower,LA,13
state-lower,LA,14
state-lower,LA,15
state-lower,LA,16
state-lower,LA,17
state-lower,LA,18
state-lower,LA,19
state-lower,LA,20
state-lower,LA,21
state-lower,LA,22
state-lower,LA,23
state-lower,LA,24
state-lower,LA,25
state-lower,LA,26
state-lower,LA,27
state-lower,LA,28
state-lower,LA,29
state-lower,LA,30
state-lower,LA,31
state-lower,LA,32
state-lower,LA,33
state-lower,LA,34
state-lower,LA,35
state-lower,LA,36
state-lower,LA,37
state-lower,LA,38
state-lower,LA,39
state-lower,LA,40
state-lower,LA,41
state-lower,LA,42
state-lower,LA,43
state-lower,LA,44
state-lower,LA,45
state-lower,LA,46
state-lower,LA,47
state-lower,LA,48
state-lower,LA,49
state-lower,LA,50
state-lower,LA,51
state-lower,LA,52
state-lower,LA,53
state-lower,LA,54
state-lower,LA,55
state-lower,LA,56
state-lower,LA,57
state-lower,LA,58
state-lower,LA,59
state-lower,LA,60
state-lower,LA,61
state-lower,LA,62
state-lower,LA,63
state-lower,LA,64
state-lower,LA,65
state-lower,LA,66
state-lower,LA,67
state-lower,LA,68
state-lower,LA,69
state-lower,LA,70
state-lower,LA,71
state-lower,LA,72
state-lower,LA,73
state-lower,LA,74
state-lower,LA,75
state-lower,LA,76
state-lower,LA,77
state-lower,LA,78
state-lower,LA,79
state-lower,LA,80
state-lower,LA,81
state-lower,LA,82
state-lower,LA,83
state-lower,LA,84
state-lower,LA,85
state-lower,LA,86
state-lower,LA,87
state-lower,LA,88
state-lower,LA,89
state-lower,LA,90
state-lower,LA,91
state-lower,LA,92
state-lower,LA,93
state-lower,LA,94
state-lower,LA,95
state-lower,LA,96
state-lower,LA,97
state-lower,LA,98
state-lower,LA,99
state-lower,LA,100
state-lower,LA,101
state-lower,LA,102
state-lower,LA,103
state-lower,LA,104
state-lower,LA,105
state-lower,MA,1 FIRST BARNSTABLE
state-lower,MA,2 SECOND BARNSTABL
state-lower,MA,3 THIRD BARNSTABLE
state-lower,MA,4 FOURTH BARNSTABL
state-lower,MA,5 FIFTH BARNSTABLE
state-lower,MA,6 BARNSTABLE
state-lower,MA,10 FOURTH BERKSHIRE
state-lower,MA,11 FIRST BRISTOL DI
state-lower,MA,12 SECOND BRISTOL D
state-lower,MA,13 THIRD BRISTOL DI
state-lower,MA,14 FOURTH BRISTOL D
state-lower,MA,15 FIFTH BRISTOL DI
state-lower,MA,16 SIXTH BRISTOL DI
state-lower,MA,17 SEVENTH BRISTOL 
state-lower,MA,18 EIGHTH BRISTOL D
state-lower,MA,19 NINTH BRISTOL DI
state-lower,MA,20 TENTH BRISTOL DI
state-lower,MA,21 ELEVENTH BRISTOL
state-lower,MA,22 TWELFTH BRISTOL 
state-lower,MA,23 THIRTEENTH BRIST
state-lower,MA,24 FOURTEENTH BRIST
state-lower,MA,25 FIRST ESSEX DIST
state-lower,MA,26 SECOND ESSEX DIS
state-lower,MA,27 THIRD ESSEX DIST
state-lower,MA,28 FOURTH ESSEX DIS
state-lower,MA,29 FIFTH ESSEX DIST
state-lower,MA,30 SIXTH ESSEX DIST
state-lower,MA,31 SEVENTH ESSEX DI
state-lower,MA,32 EIGHTH ESSEX DIS
state-lower,MA,33 NINTH ESSEX DIST
state-lower,MA,34 TENTH ESSEX DIST
state-lower,MA,35 ELEVENTH ESSEX D
state-lower,MA,36 TWELFTH ESSEX DI
state-lower,MA,37 THIRTEENTH ESSEX
state-lower,MA,38 FOURTEENTH ESSEX
state-lower,MA,39 FIFTEENTH ESSEX 
state-lower,MA,40 SIXTEENTH ESSEX 
state-lower,MA,41 SEVENTEENTH ESSE
state-lower,MA,42 EIGHTEENTH ESSEX
state-lower,MA,44 SECOND FRANKLIN 
state-lower,MA,46 SECOND HAMPDEN D
state-lower,MA,47 THIRD HAMPDEN DI
state-lower,MA,48 FOURTH HAMPDEN D
state-lower,MA,49 FIFTH HAMPDEN DI
state-lower,MA,50 SIXTH HAMPDEN DI
state-lower,MA,51 SEVENTH HAMPDEN 
state-lower,MA,52 EIGHTH HAMPDEN D
state-lower,MA,53 NINTH HAMPDEN DI
state-lower,MA,54 TENTH HAMPDEN DI
state-lower,MA,55 ELEVENTH HAMPDEN
state-lower,MA,56 TWELFTH HAMPDEN 
state-lower,MA,57 FIRST HAMPSHIRE 
state-lower,MA,58 SECOND HAMPSHIRE
state-lower,MA,59 THIRD HAMPSHIRE 
state-lower,MA,60 FIRST MIDDLESEX 
state-lower,MA,61 SECOND MIDDLESEX
state-lower,MA,62 THIRD MIDDLESEX 
state-lower,MA,63 FOURTH MIDDLESEX
state-lower,MA,64 FIFTH MIDDLESEX 
state-lower,MA,65 SIXTH MIDDLESEX 
state-lower,MA,66 SEVENTH MIDDLESE
state-lower,MA,67 EIGHTH MIDDLESEX
state-lower,MA,68 NINTH MIDDLESEX 
state-lower,MA,69 TENTH MIDDLESEX 
state-lower,MA,70 ELEVENTH MIDDLES
state-lower,MA,71 TWELFTH MIDDLESE
state-lower,MA,72 THIRTEENTH MIDDL
state-lower,MA,73 FOURTEENTH MIDDL
state-lower,MA,74 FIFTEENTH MIDDLE
state-lower,MA,75 SIXTEENTH MIDDLE
state-lower,MA,76 SEVENTEENTH MIDD
state-lower,MA,77 EIGHTEENTH MIDDL
state-lower,MA,78 NINETEENTH MIDDL
state-lower,MA,79 TWENTIETH MIDDLE
state-lower,MA,80 TWENTY-FIRST MID
state-lower,MA,81 TWENTY-SECOND MI
state-lower,MA,82 TWENTY-THIRD MID
state-lower,MA,83 TWENTY-FOURTH MI
state-lower,MA,84 TWENTY-FIFTH MID
state-lower,MA,85 TWENTY-SIXTH MID
state-lower,MA,86 TWENTY-SEVENTH M
state-lower,MA,87 TWENTY-EIGHTH MI
state-lower,MA,88 TWENTY-NINTH MID
state-lower,MA,89 THIRTIETH MIDDLE
state-lower,MA,90 THIRTY-FIRST MID
state-lower,MA,91 THIRTY-SECOND MI
state-lower,MA,92 THIRTY-THIRD MID
state-lower,MA,93 THIRTY-FOURTH MI
state-lower,MA,94 THIRTY-FIFTH MID
state-lower,MA,95 THIRTY-SIXTH MID
state-lower,MA,96 THIRTY-SEVENTH M
state-lower,MA,97 FIRST NORFOLK DI
state-lower,MA,98 SECOND NORFOLK D
state-lower,MA,99 THIRD NORFOLK DI
state-lower,MA,100 FOURTH NORFOLK D
state-lower,MA,101 FIFTH NORFOLK DI
state-lower,MA,104 EIGHTH NORFOLK D
state-lower,MA,105 NINTH NORFOLK DI
state-lower,MA,106 TENTH NORFOLK DI
state-lower,MA,107 ELEVENTH NORFOLK
state-lower,MA,108 TWELFTH NORFOLK 
state-lower,MA,109 THIRTEENTH NORFO
state-lower,MA,110 FOURTEENTH NORFO
state-lower,MA,111 FIFTEENTH NORFOL
state-lower,MA,112 FIRST PLYMOUTH D
state-lower,MA,113 SECOND PLYMOUTH 
state-lower,MA,114 THIRD PLYMOUTH D
state-lower,MA,115 FOURTH PLYMOUTH 
state-lower,MA,116 FIFTH PLYMOUTH D
state-lower,MA,117 SIXTH PLYMOUTH D
state-lower,MA,118 SEVENTH PLYMOUTH
state-lower,MA,119 EIGHTH PLYMOUTH 
state-lower,MA,120 NINTH PLYMOUTH D
state-lower,MA,121 TENTH PLYMOUTH D
state-lower,MA,122 ELEVENTH PLYMOUT
state-lower,MA,123 TWELFTH PLYMOUTH
state-lower,MA,124 FIRST SUFFOLK DI
state-lower,MA,125 SECOND SUFFOLK D
state-lower,MA,126 THIRD SUFFOLK DI
state-lower,MA,127 FOURTH SUFFOLK D
state-lower,MA,128 FIFTH SUFFOLK DI
state-lower,MA,129 SIXTH SUFFOLK DI
state-lower,MA,130 SEVENTH SUFFOLK 
state-lower,MA,131 EIGHTH SUFFOLK D
state-lower,MA,132 NINTH SUFFOLK DI
state-lower,MA,133 TENTH SUFFOLK DI
state-lower,MA,134 ELEVENTH SUFFOLK
state-lower,MA,135 TWELFTH SUFFOLK 
state-lower,MA,136 THIRTEENTH SUFFO
state-lower,MA,137 FOURTEENTH SUFFO
state-lower,MA,138 FIFTEENTH SUFFOL
state-lower,MA,139 SIXTEENTH SUFFOL
state-lower,MA,140 SEVENTEENTH SUFF
state-lower,MA,141 EIGHTEENTH SUFFO
state-lower,MA,142 NINETEENTH SUFFO
state-lower,MA,143 FIRST WORCESTER 
state-lower,MA,144 SECOND WORCESTER
state-lower,MA,145 THIRD WORCESTER 
state-lower,MA,146 FOURTH WORCESTER
state-lower,MA,148 SIXTH WORCESTER 
state-lower,MA,149 SEVENTH WORCESTE
state-lower,MA,150 EIGHTH WORCESTER
state-lower,MA,151 NINTH WORCESTER 
state-lower,MA,152 TENTH WORCESTER 
state-lower,MA,153 ELEVENTH WORCEST
state-lower,MA,154 TWELFTH WORCESTE
state-lower,MA,155 THIRTEENTH WORCE
state-lower,MA,156 FOURTEENTH WORCE
state-lower,MA,157 FIFTEENTH WORCES
state-lower,MA,158 SIXTEENTH WORCES
state-lower,MA,159 SEVENTEENTH WORC
state-lower,MA,160 EIGHTEENTH WORCE
state-lower,MA,BRISTOL & MIDDLESEX
state-lower,MA,BRISTOL & PLYMOUTH
state-lower,MA,FRANKLIN & WORCESTER
state-lower,MA,HAMPDEN
state-lower,MA,HAMPSHIRE
state-lower,MD,4
state-lower,MD,5
state-lower,MD,6
state-lower,MD,7
state-lower,MD,8
state-lower,MD,10
state-lower,MD,11
state-lower,MD,12
state-lower,MD,13
state-lower,MD,14
state-lower,MD,15
state-lower,MD,16
state-lower,MD,17
state-lower,MD,18
state-lower,MD,19
state-lower,MD,1A
state-lower,MD,1B
state-lower,MD,1C
state-lower,MD,20
state-lower,MD,21
state-lower,MD,22
state-lower,MD,24
state-lower,MD,25
state-lower,MD,26
state-lower,MD,28
state-lower,MD,2A
state-lower,MD,2B
state-lower,MD,32
state-lower,MD,33
state-lower,MD,36
state-lower,MD,39
state-lower,MD,3A
state-lower,MD,3B
state-lower,MD,40
state-lower,MD,41
state-lower,MD,43
state-lower,MD,45
state-lower,MD,46
state-lower,MD,9A
state-lower,MD,9B
state-lower,MD,23A
state-lower,MD,23B
state-lower,MD,27A
state-lower,MD,27B
state-lower,MD,27C
state-lower,MD,29A
state-lower,MD,29B
state-lower,MD,29C
state-lower,MD,30A
state-lower,MD,30B
state-lower,MD,31A
state-lower,MD,31B
state-lower,MD,34A
state-lower,MD,34B
state-lower,MD,35A
state-lower,MD,35B
state-lower,MD,37A
state-lower,MD,37B
state-lower,MD,38A
state-lower,MD,38B
state-lower,MD,38C
state-lower,MD,42A
state-lower,MD,42B
state-lower,MD,44A
state-lower,MD,44B
state-lower,MD,47A
state-lower,MD,47B
state-lower,ME,1
state-lower,ME,2
state-lower,ME,3
state-lower,ME,4
state-lower,ME,5
state-lower,ME,6
state-lower,ME,7
state-lower,ME,8
state-lower,ME,9
state-lower,ME,10
state-lower,ME,11
state-lower,ME,12
state-lower,ME,13
state-lower,ME,14
state-lower,ME,15
state-lower,ME,16
state-lower,ME,17
state-lower,ME,18
state-lower,ME,19
state-lower,ME,20
state-lower,ME,21
state-lower,ME,22
state-lower,ME,23
state-lower,ME,24
state-lower,ME,25
state-lower,ME,26
state-lower,ME,27
state-lower,ME,28
state-lower,ME,29
state-lower,ME,30
state-lower,ME,31
state-lower,ME,32
state-lower,ME,33
state-lower,ME,34
state-lower,ME,35
state-lower,ME,36
state-lower,ME,37
state-lower,ME,38
state-lower,ME,39
state-lower,ME,40
state-lower,ME,41
state-lower,ME,42
state-lower,ME,43
state-lower,ME,44
state-lower,ME,45
state-lower,ME,46
state-lower,ME,47
state-lower,ME,48
state-lower,ME,49
state-lower,ME,50
state-lower,ME,51
state-lower,ME,52
state-lower,ME,53
state-lower,ME,54
state-lower,ME,55
state-lower,ME,56
state-lower,ME,57
state-lower,ME,58
state-lower,ME,59
state-lower,ME,60
state-lower,ME,61
state-lower,ME,62
state-lower,ME,63
state-lower,ME,64
state-lower,ME,65
state-lower,ME,66
state-lower,ME,67
state-lower,ME,68
state-lower,ME,69
state-lower,ME,70
state-lower,ME,71
state-lower,ME,72
state-lower,ME,73
state-lower,ME,74
state-lower,ME,75
state-lower,ME,76
state-lower,ME,77
state-lower,ME,78
state-lower,ME,79
state-lower,ME,80
state-lower,ME,81
state-lower,ME,82
state-lower,ME,83
state-lower,ME,84
state-lower,ME,85
state-lower,ME,86
state-lower,ME,87
state-lower,ME,88
state-lower,ME,89
state-lower,ME,90
state-lower,ME,91
state-lower,ME,92
state-lower,ME,93
state-lower,ME,94
state-lower,ME,95
state-lower,ME,96
state-lower,ME,97
state-lower,ME,98
state-lower,ME,99
state-lower,ME,100
state-lower,ME,101
state-lower,ME,102
state-lower,ME,103
state-lower,ME,104
state-lower,ME,105
state-lower,ME,106
state-lower,ME,107
state-lower,ME,108
state-lower,ME,109
state-lower,ME,110
state-lower,ME,111
state-lower,ME,112
state-lower,ME,113
state-lower,ME,114
state-lower,ME,115
state-lower,ME,116
state-lower,ME,117
state-lower,ME,118
state-lower,ME,119
state-lower,ME,120
state-lower,ME,121
state-lower,ME,122
state-lower,ME,123
state-lower,ME,124
state-lower,ME,125
state-lower,ME,126
state-lower,ME,127
state-lower,ME,128
state-lower,ME,129
state-lower,ME,130
state-lower,ME,131
state-lower,ME,132
state-lower,ME,133
state-lower,ME,134
state-lower,ME,135
state-lower,ME,136
state-lower,ME,137
state-lower,ME,138
state-lower,ME,139
state-lower,ME,140
state-lower,ME,141
state-lower,ME,142
state-lower,ME,143
state-lower,ME,144
state-lower,ME,145
state-lower,ME,146
state-lower,ME,147
state-lower,ME,148
state-lower,ME,149
state-lower,ME,150
state-lower,ME,151
state-lower,MI,1
state-lower,MI,2
state-lower,MI,3
state-lower,MI,4
state-lower,MI,5
state-lower,MI,6
state-lower,MI,7
state-lower,MI,8
state-lower,MI,9
state-lower,MI,10
state-lower,MI,11
state-lower,MI,12
state-lower,MI,13
state-lower,MI,14
state-lower,MI,15
state-lower,MI,16
state-lower,MI,17
state-lower,MI,18
state-lower,MI,19
state-lower,MI,20
state-lower,MI,21
state-lower,MI,22
state-lower,MI,23
state-lower,MI,24
state-lower,MI,25
state-lower,MI,26
state-lower,MI,27
state-lower,MI,28
state-lower,MI,29
state-lower,MI,30
state-lower,MI,31
state-lower,MI,32
state-lower,MI,33
state-lower,MI,34
state-lower,MI,35
state-lower,MI,36
state-lower,MI,37
state-lower,MI,38
state-lower,MI,39
state-lower,MI,40
state-lower,MI,41
state-lower,MI,42
state-lower,MI,43
state-lower,MI,44
state-lower,MI,45
state-lower,MI,46
state-lower,MI,47
state-lower,MI,48
state-lower,MI,49
state-lower,MI,50
state-lower,MI,51
state-lower,MI,52
state-lower,MI,53
state-lower,MI,54
state-lower,MI,55
state-lower,MI,56
state-lower,MI,57
state-lower,MI,58
state-lower,MI,59
state-lower,MI,60
state-lower,MI,61
state-lower,MI,62
state-lower,MI,63
state-lower,MI,64
state-lower,MI,65
state-lower,MI,66
state-lower,MI,67
state-lower,MI,68
state-lower,MI,69
state-lower,MI,70
